,Trade ID,Trade Time,Security,Bond Type,Bond Rating,Industry,Issuer,Notional ($),Price,Yield (%),Buy/Sell,Counterparty,Dealer,Execution Method,Trade Volume,Transaction Cost ($)
341,100342,2024-01-01 15:11:00,US Corp Bond,IG,A,Consumer Goods,Tesla,12192155,95.65,4.71,Sell,Morgan Stanley,Goldman Sachs,RFQ,27100052,18866.79
342,100343,2024-01-01 15:12:00,US Corp Bond,IG,AA,Utilities,Tesla,12977015,103.23,5.46,Buy,Wellington,Barclays,RFQ,26175157,6815.25
343,100344,2024-01-01 15:13:00,US Corp Bond,IG,BBB,Healthcare,Citi,71820843,107.73,5.51,Buy,T. Rowe Price,JP Morgan,RFQ,134017892,186910.76
344,100345,2024-01-01 15:14:00,US Corp Bond,IG,B,Consumer Goods,Citi,59808973,100.95,4.78,Buy,Vanguard,Morgan Stanley,RFQ,136397975,110578.51
345,100346,2024-01-01 15:15:00,US Corp Bond,HY,A,Consumer Goods,Vanguard,36419102,91.03,5.94,Buy,BlackRock,Citi,RFQ,62586810,10036.67
346,100347,2024-01-01 15:16:00,US Corp Bond,HY,A,Financials,Amazon,46115360,89.8,9.46,Sell,Wellington,JP Morgan,RFQ,68812527,47292.13
347,100348,2024-01-01 15:17:00,US Corp Bond,IG,B,Technology,Tesla,94786109,107.63,4.05,Sell,Fidelity,JP Morgan,Voice,215554159,148477.55
348,100349,2024-01-01 15:18:00,US Corp Bond,IG,A,Technology,Amazon,32043576,96.6,3.52,Buy,Vanguard,Goldman Sachs,Voice,48837892,10806.52
349,100350,2024-01-01 15:19:00,US Corp Bond,HY,A,Utilities,JPMorgan,11802451,93.62,7.68,Sell,Fidelity,Goldman Sachs,Voice,27124455,10148.98
350,100351,2024-01-01 15:20:00,US Corp Bond,IG,A,Technology,BlackRock,87566188,109.0,3.25,Sell,Fidelity,Morgan Stanley,RFQ,177625755,37101.0
351,100352,2024-01-01 15:21:00,US Corp Bond,HY,BBB,Healthcare,Citi,12395940,98.03,6.34,Sell,Morgan Stanley,Citi,RFQ,24593644,7979.01
352,100353,2024-01-01 15:22:00,US Corp Bond,HY,AA,Healthcare,Goldman Sachs,2426983,98.9,9.42,Sell,BlackRock,JP Morgan,RFQ,2940632,765.37
353,100354,2024-01-01 15:23:00,US Corp Bond,IG,BB,Healthcare,Goldman Sachs,39903571,96.59,4.25,Sell,Fidelity,Morgan Stanley,RFQ,70564395,96200.24
354,100355,2024-01-01 15:24:00,US Corp Bond,IG,A,Energy,JPMorgan,64377787,103.19,4.47,Sell,Vanguard,Citi,RFQ,104465881,123936.78
355,100356,2024-01-01 15:25:00,US Corp Bond,HY,AAA,Utilities,Citi,17361015,90.08,6.6,Sell,BlackRock,Morgan Stanley,Voice,41632334,55038.46
356,100357,2024-01-01 15:26:00,US Corp Bond,IG,BBB,Healthcare,BlackRock,6831141,104.19,4.48,Sell,Vanguard,JP Morgan,RFQ,7633459,2243.98
357,100358,2024-01-01 15:27:00,US Corp Bond,IG,A,Financials,Microsoft,9306254,97.97,3.65,Buy,Fidelity,Morgan Stanley,RFQ,18093463,18763.05
358,100359,2024-01-01 15:28:00,US Corp Bond,EM,AA,Financials,Amazon,18825995,108.59,5.75,Buy,BlackRock,Goldman Sachs,Voice,31570343,43011.73
359,100360,2024-01-01 15:29:00,US Corp Bond,IG,BBB,Consumer Goods,Tesla,26164031,107.98,5.04,Buy,Wellington,Goldman Sachs,RFQ,58262511,83586.47
360,100361,2024-01-01 15:30:00,US Corp Bond,IG,BB,Consumer Goods,Citi,5538744,103.2,4.95,Buy,Fidelity,Barclays,RFQ,12561878,2282.07
361,100362,2024-01-01 15:31:00,US Corp Bond,HY,BB,Utilities,JPMorgan,38785206,84.57,12.0,Buy,Fidelity,Citi,Voice,67867068,42806.8
362,100363,2024-01-01 15:32:00,US Corp Bond,IG,CCC,Consumer Goods,Amazon,36004363,95.85,5.03,Buy,T. Rowe Price,JP Morgan,Voice,47655414,29014.21
363,100364,2024-01-01 15:33:00,US Corp Bond,IG,BB,Consumer Goods,Tesla,42123553,101.92,3.36,Buy,T. Rowe Price,Citi,RFQ,58392186,21133.54
364,100365,2024-01-01 15:34:00,US Corp Bond,EM,AAA,Financials,Citi,17862290,97.67,4.02,Buy,Morgan Stanley,Goldman Sachs,RFQ,37752488,11933.74
365,100366,2024-01-01 15:35:00,US Corp Bond,IG,A,Consumer Goods,Vanguard,48794745,107.56,4.12,Sell,Vanguard,JP Morgan,RFQ,109896538,68069.1
366,100367,2024-01-01 15:36:00,US Corp Bond,EM,BB,Financials,BlackRock,49317590,109.57,5.02,Buy,Wellington,Barclays,RFQ,79559640,87239.31
367,100368,2024-01-01 15:37:00,US Corp Bond,EM,A,Healthcare,Goldman Sachs,25692849,108.96,5.12,Buy,BlackRock,Goldman Sachs,RFQ,41436371,46529.33
368,100369,2024-01-01 15:38:00,US Corp Bond,IG,BBB,Healthcare,JPMorgan,85619619,102.55,4.67,Sell,Fidelity,Goldman Sachs,RFQ,114305505,103805.35
369,100370,2024-01-01 15:39:00,US Corp Bond,IG,BBB,Utilities,Goldman Sachs,35686927,102.66,4.2,Sell,Fidelity,Citi,RFQ,72100519,86540.8
370,100371,2024-01-01 15:40:00,US Corp Bond,IG,A,Energy,Amazon,23386626,108.62,5.63,Buy,Wellington,Morgan Stanley,RFQ,29663795,32195.38
371,100372,2024-01-01 15:41:00,US Corp Bond,IG,B,Consumer Goods,Tesla,53656051,105.83,4.66,Buy,Fidelity,Citi,RFQ,111852953,135762.75
372,100373,2024-01-01 15:42:00,US Corp Bond,IG,A,Healthcare,Tesla,42520820,96.12,5.47,Buy,Vanguard,Goldman Sachs,Voice,82378617,120665.91
373,100374,2024-01-01 15:43:00,US Corp Bond,HY,A,Healthcare,Vanguard,27180838,88.69,9.46,Sell,BlackRock,Citi,Voice,60744789,55356.15
374,100375,2024-01-01 15:44:00,US Corp Bond,IG,CCC,Utilities,Microsoft,36648266,109.28,4.27,Buy,Wellington,Morgan Stanley,RFQ,71021979,83312.0
375,100376,2024-01-01 15:45:00,US Corp Bond,IG,A,Technology,Tesla,25259593,100.49,3.87,Sell,Wellington,Barclays,Voice,35116638,44480.55
376,100377,2024-01-01 15:46:00,US Corp Bond,HY,AA,Technology,Tesla,8080919,99.32,6.66,Buy,T. Rowe Price,JP Morgan,Voice,15434596,21270.41
377,100378,2024-01-01 15:47:00,US Corp Bond,IG,A,Utilities,Amazon,97594570,106.03,3.25,Sell,Morgan Stanley,Goldman Sachs,RFQ,230992317,199421.89
378,100379,2024-01-01 15:48:00,US Corp Bond,HY,BB,Financials,Microsoft,48855104,82.94,11.02,Sell,BlackRock,Citi,RFQ,107936545,149650.11
379,100380,2024-01-01 15:49:00,US Corp Bond,IG,BBB,Energy,Goldman Sachs,97689414,98.1,4.52,Sell,Wellington,Goldman Sachs,RFQ,130875528,111842.78
380,100381,2024-01-01 15:50:00,US Corp Bond,IG,BBB,Utilities,Goldman Sachs,84336860,98.77,3.62,Buy,Fidelity,JP Morgan,RFQ,103793300,111088.76
381,100382,2024-01-01 15:51:00,US Corp Bond,HY,BBB,Technology,JPMorgan,19954395,80.26,5.88,Buy,T. Rowe Price,Citi,Voice,48740362,28628.94
382,100383,2024-01-01 15:52:00,US Corp Bond,HY,AA,Energy,JPMorgan,49189676,89.08,11.18,Sell,BlackRock,Barclays,RFQ,105478963,156006.89
383,100384,2024-01-01 15:53:00,US Corp Bond,HY,BB,Healthcare,Tesla,42568641,97.18,9.57,Sell,Vanguard,JP Morgan,RFQ,96133677,38870.77
384,100385,2024-01-01 15:54:00,US Corp Bond,HY,BB,Utilities,Citi,4868264,81.94,5.13,Sell,Wellington,Morgan Stanley,RFQ,11491125,5299.98
385,100386,2024-01-01 15:55:00,US Corp Bond,HY,AA,Financials,BlackRock,3224697,87.3,9.17,Buy,Vanguard,Morgan Stanley,RFQ,5655151,2558.33
386,100387,2024-01-01 15:56:00,US Corp Bond,IG,AA,Energy,JPMorgan,23586643,107.93,4.77,Sell,Wellington,Goldman Sachs,Voice,54808368,37784.75
387,100388,2024-01-01 15:57:00,US Corp Bond,IG,CCC,Technology,Tesla,17337564,98.73,3.84,Buy,Fidelity,Morgan Stanley,RFQ,22242004,26140.09
388,100389,2024-01-01 15:58:00,US Corp Bond,HY,BB,Healthcare,Citi,19842646,94.55,5.86,Buy,Morgan Stanley,Citi,Voice,31242257,46172.7
389,100390,2024-01-01 15:59:00,US Corp Bond,HY,BB,Utilities,Citi,39194388,80.09,5.54,Sell,Fidelity,Morgan Stanley,RFQ,61850235,59667.13
390,100391,2024-01-01 16:00:00,US Corp Bond,EM,BB,Consumer Goods,Goldman Sachs,26046699,103.13,3.0,Sell,Vanguard,Barclays,Voice,29955461,28894.62
391,100392,2024-01-01 16:01:00,US Corp Bond,IG,A,Healthcare,Citi,77009049,100.26,3.4,Buy,BlackRock,Citi,Voice,104901620,87983.26
392,100393,2024-01-01 16:02:00,US Corp Bond,IG,BBB,Technology,Vanguard,54082205,105.71,5.17,Buy,T. Rowe Price,Goldman Sachs,Voice,114662448,156263.79
393,100394,2024-01-01 16:03:00,US Corp Bond,HY,A,Utilities,Goldman Sachs,4536763,97.74,7.11,Buy,Vanguard,Goldman Sachs,RFQ,7928937,4475.49
394,100395,2024-01-01 16:04:00,US Corp Bond,IG,AAA,Technology,Goldman Sachs,35481060,107.94,5.3,Sell,Morgan Stanley,Morgan Stanley,Voice,68667844,25120.48
395,100396,2024-01-01 16:05:00,US Corp Bond,EM,BBB,Consumer Goods,Vanguard,6779118,96.79,3.97,Buy,Wellington,Morgan Stanley,RFQ,13296613,5589.9
396,100397,2024-01-01 16:06:00,US Corp Bond,HY,A,Healthcare,Amazon,21955133,87.78,6.83,Buy,T. Rowe Price,Goldman Sachs,RFQ,30632285,39944.74
397,100398,2024-01-01 16:07:00,US Corp Bond,IG,BBB,Energy,Amazon,13811464,105.17,5.67,Sell,Wellington,Citi,RFQ,33107702,11175.39
398,100399,2024-01-01 16:08:00,US Corp Bond,HY,A,Energy,Goldman Sachs,46230272,81.67,7.16,Buy,Vanguard,JP Morgan,Voice,59907306,47886.95
399,100400,2024-01-01 16:09:00,US Corp Bond,HY,A,Healthcare,JPMorgan,35993820,88.84,11.76,Sell,BlackRock,Goldman Sachs,RFQ,39754452,21880.7
400,100401,2024-01-01 16:10:00,US Corp Bond,IG,AA,Energy,Goldman Sachs,48557341,95.48,5.52,Sell,Wellington,Barclays,Voice,71332848,25442.16
401,100402,2024-01-01 16:11:00,US Corp Bond,EM,AA,Utilities,Vanguard,42136213,100.12,4.97,Sell,Wellington,Citi,RFQ,76237354,68693.39
402,100403,2024-01-01 16:12:00,US Corp Bond,IG,AA,Healthcare,Tesla,76717590,97.58,5.89,Sell,T. Rowe Price,JP Morgan,RFQ,102413917,132854.09
403,100404,2024-01-01 16:13:00,US Corp Bond,HY,AA,Healthcare,Microsoft,22468736,98.39,8.91,Sell,Morgan Stanley,JP Morgan,RFQ,49043662,26849.74
404,100405,2024-01-01 16:14:00,US Corp Bond,IG,CCC,Technology,Tesla,49708247,97.87,3.5,Sell,T. Rowe Price,Citi,RFQ,69276401,18541.74
405,100406,2024-01-01 16:15:00,US Corp Bond,HY,AA,Financials,Tesla,6405959,89.24,11.16,Sell,Morgan Stanley,Goldman Sachs,RFQ,15605713,15171.67
406,100407,2024-01-01 16:16:00,US Corp Bond,IG,AA,Technology,Amazon,36300630,96.82,4.29,Sell,BlackRock,JP Morgan,RFQ,76002948,86314.06
407,100408,2024-01-01 16:17:00,US Corp Bond,IG,A,Energy,Vanguard,92331881,106.37,5.16,Sell,Wellington,Barclays,RFQ,212139443,187252.63
408,100409,2024-01-01 16:18:00,US Corp Bond,EM,BBB,Financials,Vanguard,23321915,96.48,3.42,Buy,Fidelity,Citi,Voice,43553853,11518.65
409,100410,2024-01-01 16:19:00,US Corp Bond,IG,AA,Healthcare,JPMorgan,21345968,101.64,3.58,Sell,Vanguard,Morgan Stanley,RFQ,40018557,4263.8
410,100411,2024-01-01 16:20:00,US Corp Bond,IG,BBB,Energy,Vanguard,9766881,105.48,3.23,Buy,T. Rowe Price,Goldman Sachs,RFQ,24072435,5313.48
411,100412,2024-01-01 16:21:00,US Corp Bond,EM,BBB,Consumer Goods,Citi,24473398,97.42,3.5,Buy,Wellington,Citi,RFQ,30933781,43052.7
412,100413,2024-01-01 16:22:00,US Corp Bond,EM,AA,Energy,Tesla,30931477,106.29,3.66,Sell,Vanguard,Barclays,RFQ,59178077,53767.01
413,100414,2024-01-01 16:23:00,US Corp Bond,IG,AA,Financials,Vanguard,16535686,109.3,4.68,Sell,T. Rowe Price,JP Morgan,Voice,19765118,12293.21
414,100415,2024-01-01 16:24:00,US Corp Bond,HY,B,Financials,BlackRock,6112509,88.79,5.33,Sell,Wellington,Goldman Sachs,Voice,15197454,5414.69
415,100416,2024-01-01 16:25:00,US Corp Bond,IG,BB,Healthcare,Amazon,13386050,95.0,3.28,Buy,Morgan Stanley,Goldman Sachs,RFQ,26545426,28630.88
416,100417,2024-01-01 16:26:00,US Corp Bond,IG,BBB,Utilities,Goldman Sachs,68935365,102.15,3.48,Sell,BlackRock,Citi,RFQ,83824812,98075.25
417,100418,2024-01-01 16:27:00,US Corp Bond,IG,AAA,Consumer Goods,JPMorgan,29021811,108.54,4.56,Buy,Fidelity,Citi,RFQ,43546003,53585.24
418,100419,2024-01-01 16:28:00,US Corp Bond,HY,A,Healthcare,Tesla,33513997,84.54,6.31,Buy,T. Rowe Price,Barclays,RFQ,78672474,9893.75
419,100420,2024-01-01 16:29:00,US Corp Bond,HY,A,Consumer Goods,Microsoft,45873395,93.0,9.51,Buy,Morgan Stanley,Morgan Stanley,RFQ,55695501,65605.96
420,100421,2024-01-01 16:30:00,US Corp Bond,HY,AA,Consumer Goods,Citi,23612592,99.95,11.18,Sell,BlackRock,Citi,RFQ,35036252,11343.45
421,100422,2024-01-01 16:31:00,US Corp Bond,HY,A,Healthcare,Citi,39794902,94.59,5.54,Sell,Morgan Stanley,Citi,RFQ,71906007,87388.15
422,100423,2024-01-01 16:32:00,US Corp Bond,IG,BBB,Energy,Microsoft,88383399,96.87,5.63,Buy,T. Rowe Price,Citi,Voice,218802430,68160.35
423,100424,2024-01-01 16:33:00,US Corp Bond,IG,A,Technology,Tesla,62551022,103.85,4.6,Buy,Vanguard,Barclays,Voice,87047090,38550.55
424,100425,2024-01-01 16:34:00,US Corp Bond,IG,BBB,Consumer Goods,Citi,11550464,108.35,5.97,Buy,Wellington,JP Morgan,RFQ,25518637,30342.48
425,100426,2024-01-01 16:35:00,US Corp Bond,IG,BB,Financials,BlackRock,80018561,106.64,3.46,Buy,Morgan Stanley,Morgan Stanley,RFQ,126429858,123998.03
426,100427,2024-01-01 16:36:00,US Corp Bond,IG,A,Healthcare,JPMorgan,75198339,98.73,3.23,Sell,T. Rowe Price,Barclays,Voice,83693382,12449.26
427,100428,2024-01-01 16:37:00,US Corp Bond,HY,BB,Utilities,Amazon,15100161,89.78,6.7,Sell,BlackRock,Citi,RFQ,33145531,11004.8
428,100429,2024-01-01 16:38:00,US Corp Bond,IG,AA,Energy,Goldman Sachs,93467947,99.41,5.81,Buy,Wellington,JP Morgan,Voice,166914127,70668.65
429,100430,2024-01-01 16:39:00,US Corp Bond,IG,BB,Consumer Goods,JPMorgan,69768331,101.16,4.93,Buy,T. Rowe Price,Citi,RFQ,123620675,158302.91
430,100431,2024-01-01 16:40:00,US Corp Bond,IG,AA,Utilities,JPMorgan,73728480,97.78,4.01,Buy,Vanguard,Barclays,RFQ,150636289,144556.05
431,100432,2024-01-01 16:41:00,US Corp Bond,HY,AAA,Energy,Amazon,23257666,81.2,7.86,Sell,Vanguard,Goldman Sachs,RFQ,46766826,16746.57
432,100433,2024-01-01 16:42:00,US Corp Bond,HY,BBB,Healthcare,Microsoft,14688124,92.64,8.08,Sell,Fidelity,Citi,Voice,29652135,13561.73
433,100434,2024-01-01 16:43:00,US Corp Bond,IG,A,Utilities,Tesla,60589729,109.91,4.85,Buy,Wellington,JP Morgan,Voice,94270140,69464.67
434,100435,2024-01-01 16:44:00,US Corp Bond,IG,B,Financials,Microsoft,28014442,99.93,4.07,Sell,Vanguard,Morgan Stanley,RFQ,53582306,11640.38
435,100436,2024-01-01 16:45:00,US Corp Bond,HY,A,Consumer Goods,Vanguard,14344153,81.91,10.81,Sell,Morgan Stanley,Goldman Sachs,RFQ,33404187,22655.6
436,100437,2024-01-01 16:46:00,US Corp Bond,IG,AA,Consumer Goods,Goldman Sachs,28001286,96.93,4.03,Buy,Vanguard,Citi,RFQ,65812415,79671.59
437,100438,2024-01-01 16:47:00,US Corp Bond,HY,A,Utilities,JPMorgan,3205767,86.27,5.98,Sell,Vanguard,Citi,RFQ,5343249,3492.68
438,100439,2024-01-01 16:48:00,US Corp Bond,HY,A,Energy,BlackRock,33647077,93.26,10.25,Sell,Vanguard,JP Morgan,Voice,47996399,57600.59
439,100440,2024-01-01 16:49:00,US Corp Bond,IG,A,Healthcare,Amazon,12442316,108.18,3.35,Sell,Fidelity,Goldman Sachs,RFQ,14992552,14609.19
440,100441,2024-01-01 16:50:00,US Corp Bond,IG,BBB,Technology,Tesla,75205475,101.7,4.3,Sell,T. Rowe Price,Goldman Sachs,Voice,173037289,115260.95
441,100442,2024-01-01 16:51:00,US Corp Bond,EM,BBB,Consumer Goods,Vanguard,49964807,106.14,3.28,Sell,BlackRock,Goldman Sachs,Voice,66530941,89863.02
442,100443,2024-01-01 16:52:00,US Corp Bond,IG,BB,Financials,Vanguard,91244183,108.42,3.12,Sell,T. Rowe Price,Citi,RFQ,140863290,101152.41
443,100444,2024-01-01 16:53:00,US Corp Bond,IG,CCC,Consumer Goods,Tesla,12490328,96.03,5.9,Buy,Vanguard,Goldman Sachs,Voice,27936334,31533.6
444,100445,2024-01-01 16:54:00,US Corp Bond,HY,AA,Consumer Goods,JPMorgan,43956277,89.04,10.0,Buy,BlackRock,Citi,RFQ,96565948,117740.35
445,100446,2024-01-01 16:55:00,US Corp Bond,EM,BBB,Technology,Amazon,3307285,97.84,5.93,Buy,Wellington,Citi,RFQ,5649436,7809.21
446,100447,2024-01-01 16:56:00,US Corp Bond,EM,A,Technology,Citi,46947704,96.04,5.58,Sell,BlackRock,Goldman Sachs,RFQ,97233019,47510.04
447,100448,2024-01-01 16:57:00,US Corp Bond,HY,BBB,Healthcare,Microsoft,32438068,85.36,8.63,Sell,Wellington,Barclays,Voice,46517972,17750.19
448,100449,2024-01-01 16:58:00,US Corp Bond,IG,A,Consumer Goods,Tesla,5888225,96.71,5.8,Sell,Fidelity,Morgan Stanley,RFQ,14142597,10286.58
449,100450,2024-01-01 16:59:00,US Corp Bond,IG,CCC,Consumer Goods,Citi,94544991,102.38,5.64,Buy,Wellington,Morgan Stanley,Voice,229967909,304773.79
450,100451,2024-01-01 17:00:00,US Corp Bond,HY,BBB,Energy,Vanguard,33936471,92.42,5.22,Buy,Wellington,Barclays,Voice,82092522,46076.55
451,100452,2024-01-01 17:01:00,US Corp Bond,IG,CCC,Energy,Vanguard,82744578,97.97,5.2,Sell,Morgan Stanley,Goldman Sachs,RFQ,163193781,78772.02
452,100453,2024-01-01 17:02:00,US Corp Bond,IG,BB,Utilities,BlackRock,77394739,102.84,5.83,Sell,Fidelity,Citi,RFQ,92879814,13922.58
453,100454,2024-01-01 17:03:00,US Corp Bond,EM,B,Utilities,BlackRock,30905052,103.33,5.93,Sell,Vanguard,JP Morgan,RFQ,60539689,65426.34
454,100455,2024-01-01 17:04:00,US Corp Bond,IG,BB,Financials,Vanguard,72781688,95.05,5.83,Sell,Fidelity,Barclays,Voice,123040589,132847.65
455,100456,2024-01-01 17:05:00,US Corp Bond,IG,A,Financials,BlackRock,59511854,102.51,4.45,Sell,Morgan Stanley,Morgan Stanley,RFQ,98389090,124773.86
456,100457,2024-01-01 17:06:00,US Corp Bond,IG,AA,Energy,BlackRock,21621588,105.05,5.63,Buy,Wellington,Morgan Stanley,RFQ,24631180,19561.56
457,100458,2024-01-01 17:07:00,US Corp Bond,IG,A,Utilities,BlackRock,83706248,105.18,4.53,Buy,T. Rowe Price,Citi,Voice,194505276,261915.19
458,100459,2024-01-01 17:08:00,US Corp Bond,IG,AAA,Financials,Vanguard,89774420,107.75,4.69,Sell,Fidelity,Morgan Stanley,RFQ,206552659,45525.85
459,100460,2024-01-01 17:09:00,US Corp Bond,IG,A,Consumer Goods,JPMorgan,53192454,108.43,5.47,Buy,Morgan Stanley,Morgan Stanley,RFQ,82628931,73398.62
460,100461,2024-01-01 17:10:00,US Corp Bond,IG,A,Utilities,JPMorgan,67139310,104.34,5.49,Sell,T. Rowe Price,Citi,RFQ,165746762,127222.04
461,100462,2024-01-01 17:11:00,US Corp Bond,HY,A,Technology,Amazon,33478512,99.16,7.68,Buy,Vanguard,Goldman Sachs,Voice,43190279,58590.11
462,100463,2024-01-01 17:12:00,US Corp Bond,HY,CCC,Utilities,Goldman Sachs,12185260,88.62,9.21,Sell,Wellington,Morgan Stanley,RFQ,27651423,37926.92
463,100464,2024-01-01 17:13:00,US Corp Bond,IG,B,Consumer Goods,BlackRock,75178826,96.9,4.28,Sell,Fidelity,Goldman Sachs,RFQ,148139298,217317.18
464,100465,2024-01-01 17:14:00,US Corp Bond,EM,AA,Energy,JPMorgan,29236503,104.14,4.59,Sell,Fidelity,JP Morgan,RFQ,52042428,30868.61
465,100466,2024-01-01 17:15:00,US Corp Bond,IG,A,Healthcare,Goldman Sachs,53932813,109.2,3.76,Sell,T. Rowe Price,Goldman Sachs,RFQ,132075960,83417.11
466,100467,2024-01-01 17:16:00,US Corp Bond,IG,A,Healthcare,Tesla,65781199,99.17,4.39,Buy,Wellington,Citi,RFQ,126054623,46614.87
467,100468,2024-01-01 17:17:00,US Corp Bond,HY,A,Energy,BlackRock,23901726,80.9,5.55,Sell,Fidelity,Citi,Voice,54190884,61768.53
468,100469,2024-01-01 17:18:00,US Corp Bond,IG,BBB,Consumer Goods,JPMorgan,89395201,101.36,5.45,Sell,Wellington,Citi,RFQ,127396270,161347.66
469,100470,2024-01-01 17:19:00,US Corp Bond,EM,A,Financials,JPMorgan,20839812,95.01,4.09,Sell,Morgan Stanley,Morgan Stanley,Voice,23864642,30857.83
470,100471,2024-01-01 17:20:00,US Corp Bond,IG,A,Utilities,Citi,16508587,103.3,4.9,Sell,Wellington,Barclays,Voice,23040314,34250.96
471,100472,2024-01-01 17:21:00,US Corp Bond,EM,BB,Utilities,JPMorgan,37015714,95.74,3.76,Buy,Vanguard,Morgan Stanley,Voice,91935052,81536.75
472,100473,2024-01-01 17:22:00,US Corp Bond,IG,BB,Financials,Citi,46413281,108.96,3.62,Buy,Wellington,Goldman Sachs,RFQ,87528783,35023.07
473,100474,2024-01-01 17:23:00,US Corp Bond,HY,AA,Healthcare,Goldman Sachs,4335368,99.53,8.08,Buy,T. Rowe Price,JP Morgan,Voice,9878745,9302.58
474,100475,2024-01-01 17:24:00,US Corp Bond,IG,BBB,Energy,Citi,67616868,96.72,3.52,Sell,Fidelity,JP Morgan,RFQ,139221221,84596.64
475,100476,2024-01-01 17:25:00,US Corp Bond,EM,A,Energy,Tesla,44211542,97.2,4.66,Buy,T. Rowe Price,JP Morgan,RFQ,58192150,33012.76
476,100477,2024-01-01 17:26:00,US Corp Bond,IG,AA,Technology,Microsoft,66153103,109.3,4.27,Sell,Wellington,JP Morgan,RFQ,83296896,90007.66
477,100478,2024-01-01 17:27:00,US Corp Bond,IG,AAA,Healthcare,Amazon,34215366,107.2,3.41,Buy,Wellington,Barclays,RFQ,60887426,23398.91
478,100479,2024-01-01 17:28:00,US Corp Bond,EM,A,Energy,Microsoft,43435885,109.13,5.1,Buy,Wellington,JP Morgan,RFQ,105069218,90670.05
479,100480,2024-01-01 17:29:00,US Corp Bond,IG,A,Technology,BlackRock,74844300,100.02,5.16,Sell,Vanguard,Morgan Stanley,Voice,96270505,28642.29
480,100481,2024-01-01 17:30:00,US Corp Bond,HY,AA,Financials,JPMorgan,45883246,80.04,8.15,Buy,T. Rowe Price,JP Morgan,RFQ,82713083,111433.39
481,100482,2024-01-01 17:31:00,US Corp Bond,HY,BBB,Healthcare,Amazon,44337180,86.27,8.35,Sell,Vanguard,Citi,RFQ,95933070,21507.11
482,100483,2024-01-01 17:32:00,US Corp Bond,IG,BBB,Healthcare,Vanguard,59275825,109.5,3.65,Buy,Fidelity,Goldman Sachs,RFQ,71755458,100801.78
483,100484,2024-01-01 17:33:00,US Corp Bond,HY,AA,Energy,BlackRock,14168044,87.36,8.04,Sell,T. Rowe Price,Morgan Stanley,RFQ,23657367,35473.55
484,100485,2024-01-01 17:34:00,US Corp Bond,IG,AAA,Energy,Vanguard,74127938,107.28,5.93,Sell,Fidelity,Barclays,Voice,137167576,58930.43
485,100486,2024-01-01 17:35:00,US Corp Bond,EM,BB,Consumer Goods,Amazon,20475517,100.39,5.56,Sell,Wellington,Morgan Stanley,RFQ,25665627,5899.16
486,100487,2024-01-01 17:36:00,US Corp Bond,IG,AAA,Financials,Goldman Sachs,11206149,96.73,4.3,Sell,BlackRock,Citi,RFQ,22621174,3264.37
487,100488,2024-01-01 17:37:00,US Corp Bond,IG,B,Financials,JPMorgan,44062603,101.89,5.09,Buy,T. Rowe Price,JP Morgan,RFQ,94041128,28586.93
488,100489,2024-01-01 17:38:00,US Corp Bond,EM,BBB,Utilities,BlackRock,5045770,102.33,3.05,Sell,Morgan Stanley,JP Morgan,RFQ,10067729,13906.58
489,100490,2024-01-01 17:39:00,US Corp Bond,HY,A,Technology,BlackRock,43087052,93.17,6.51,Buy,Wellington,Barclays,RFQ,51868864,58199.41
490,100491,2024-01-01 17:40:00,US Corp Bond,IG,AA,Technology,JPMorgan,71544402,102.12,4.2,Sell,Morgan Stanley,Goldman Sachs,RFQ,79354699,18168.83
491,100492,2024-01-01 17:41:00,US Corp Bond,HY,AAA,Consumer Goods,Amazon,3622977,97.6,9.91,Sell,Vanguard,JP Morgan,Voice,8035551,11619.1
492,100493,2024-01-01 17:42:00,US Corp Bond,IG,AA,Utilities,Tesla,24837598,106.47,5.64,Sell,Fidelity,Barclays,Voice,44358726,45110.1
493,100494,2024-01-01 17:43:00,US Corp Bond,IG,AA,Financials,Goldman Sachs,96665522,96.48,5.97,Sell,BlackRock,JP Morgan,RFQ,182819837,256234.76
494,100495,2024-01-01 17:44:00,US Corp Bond,IG,BBB,Technology,JPMorgan,81957420,108.15,4.36,Buy,Fidelity,Morgan Stanley,RFQ,194219894,213399.39
495,100496,2024-01-01 17:45:00,US Corp Bond,IG,AA,Financials,Microsoft,35039811,97.52,4.17,Buy,Vanguard,Barclays,RFQ,65974003,41289.37
496,100497,2024-01-01 17:46:00,US Corp Bond,IG,A,Financials,Microsoft,67279573,104.87,3.39,Sell,Wellington,Barclays,RFQ,97892305,19027.83
497,100498,2024-01-01 17:47:00,US Corp Bond,IG,A,Utilities,Citi,83505335,103.29,3.7,Buy,Vanguard,Barclays,RFQ,144184703,17726.64
498,100499,2024-01-01 17:48:00,US Corp Bond,EM,AA,Technology,BlackRock,33131108,108.2,3.42,Buy,BlackRock,JP Morgan,RFQ,58931836,56201.91
499,100500,2024-01-01 17:49:00,US Corp Bond,EM,AAA,Energy,Tesla,7338339,95.58,4.04,Sell,Wellington,Barclays,RFQ,15075981,12118.58
500,100501,2024-01-01 17:50:00,US Corp Bond,HY,AAA,Energy,BlackRock,44502552,95.01,10.05,Buy,T. Rowe Price,Morgan Stanley,Voice,70868669,64621.26
501,100502,2024-01-01 17:51:00,US Corp Bond,IG,AAA,Utilities,Vanguard,62994738,96.83,3.07,Sell,Wellington,Goldman Sachs,RFQ,143356150,207775.2
